total_moves,ai_moves,opponent_moves,avg_move_time,total_game_time,winner
8,4,4,0.22975122928619385,0.9432930946350098,Opponent
7,3,4,0.22220023473103842,0.6917681694030762,Opponent
8,4,4,0.2223542332649231,0.9124429225921631,Opponent
7,3,4,0.32365767161051434,0.9954969882965088,Opponent
8,4,4,0.21695280075073242,0.8906819820404053,Opponent
7,3,4,0.21586179733276367,0.6717619895935059,Opponent
8,4,4,0.21675902605056763,0.8899519443511963,Opponent
7,3,4,0.21602694193522134,0.6726768016815186,Opponent
8,4,4,0.2165055274963379,0.8892590999603271,Opponent
7,3,4,0.21830201148986816,0.6793251037597656,Opponent
8,4,4,0.21544784307479858,0.8845210075378418,Opponent
7,3,4,0.2334169546763102,0.7247560024261475,Opponent
8,4,4,0.22127461433410645,0.9082210063934326,Opponent
7,3,4,0.21977678934733072,0.6838009357452393,Opponent
8,4,4,0.24733573198318481,1.0119781494140625,Opponent
7,3,4,0.21820680300394693,0.67887282371521,Opponent
8,4,4,0.22119760513305664,0.9081878662109375,Opponent
7,3,4,0.22006773948669434,0.6848750114440918,Opponent
8,4,4,0.22166979312896729,0.9094710350036621,Opponent
7,3,4,0.22135265668233237,0.6887388229370117,Opponent
8,4,4,0.21936404705047607,0.9004528522491455,Opponent
7,3,4,0.21791680653889975,0.6781480312347412,Opponent
8,4,4,0.22184664011001587,0.9103109836578369,Opponent
7,3,4,0.21900335947672525,0.6811907291412354,Opponent
8,4,4,0.22391700744628906,0.9187939167022705,Opponent
7,3,4,0.22190324465433756,0.6900620460510254,Opponent
8,4,4,0.22012847661972046,0.9033470153808594,Opponent
7,3,4,0.2585703531901042,0.8007941246032715,Opponent
8,4,4,0.2260248064994812,0.9268960952758789,Opponent
7,3,4,0.23198564847310385,0.720923900604248,Opponent
8,4,4,0.22331970930099487,0.9161159992218018,Opponent
7,3,4,0.22129336992899576,0.6879987716674805,Opponent
8,4,4,0.2271822690963745,0.9323110580444336,Opponent
7,3,4,0.22597622871398926,0.7023868560791016,Opponent
8,4,4,0.2283869981765747,0.9372408390045166,Opponent
7,3,4,0.22324840227762857,0.6939489841461182,Opponent
8,4,4,0.22525006532669067,0.9240450859069824,Opponent
7,3,4,0.22054433822631836,0.6860759258270264,Opponent
8,4,4,0.23054426908493042,0.9453940391540527,Opponent
7,3,4,0.22767814000447592,0.7074079513549805,Opponent
8,4,4,0.2214674949645996,0.9088518619537354,Opponent
7,3,4,0.22118218739827475,0.6880850791931152,Opponent
8,4,4,0.22266995906829834,0.9136221408843994,Opponent
7,3,4,0.22043458620707193,0.6856722831726074,Opponent
8,4,4,0.22305899858474731,0.915330171585083,Opponent
7,3,4,0.2202619711558024,0.6849489212036133,Opponent
8,4,4,0.22043174505233765,0.9048008918762207,Opponent
7,3,4,0.2229913870493571,0.6933932304382324,Opponent
8,4,4,0.22056007385253906,0.9052150249481201,Opponent
7,3,4,0.22139644622802734,0.688511848449707,Opponent
