total_moves,ai_moves,opponent_moves,avg_move_time,total_game_time,winner
8,4,4,0.23480528593063354,1.354457139968872,Opponent
7,3,4,0.2750435670216878,1.093106985092163,Opponent
8,4,4,0.22076892852783203,1.2896969318389893,Opponent
7,3,4,0.22752070426940918,0.9250471591949463,Opponent
8,4,4,0.22412139177322388,1.3101789951324463,Opponent
7,3,4,0.22280494372049967,0.9146990776062012,Opponent
8,4,4,0.21806049346923828,1.286945104598999,Opponent
7,3,4,0.21431684494018555,0.8865199089050293,Opponent
8,4,4,0.2203991413116455,1.2867012023925781,Opponent
7,3,4,0.2271141211191813,0.9281101226806641,Opponent
8,4,4,0.24603348970413208,1.4218041896820068,Opponent
7,3,4,0.2378570238749186,0.9708459377288818,Opponent
8,4,4,0.24902641773223877,1.4402477741241455,Opponent
7,3,4,0.23589666684468588,0.9540848731994629,Opponent
8,4,4,0.26228994131088257,1.472834825515747,Opponent
7,3,4,0.3166027069091797,1.257457971572876,Opponent
8,4,4,0.22663694620132446,1.3164570331573486,Opponent
7,3,4,0.21555534998575845,0.8879821300506592,Opponent
8,4,4,0.218176007270813,1.2776520252227783,Opponent
7,3,4,0.2186448574066162,0.901444673538208,Opponent
8,4,4,0.2241852879524231,1.3097176551818848,Opponent
7,3,4,0.22090562184651694,0.9095451831817627,Opponent
8,4,4,0.2148914933204651,1.267402172088623,Opponent
7,3,4,0.21458005905151367,0.8867173194885254,Opponent
8,4,4,0.2175845503807068,1.2845828533172607,Opponent
7,3,4,0.23980196317036948,1.015989065170288,Opponent
8,4,4,0.22309744358062744,1.3160400390625,Opponent
7,3,4,0.2774033546447754,1.161797046661377,Opponent
8,4,4,0.2323513627052307,1.3472819328308105,Opponent
7,3,4,0.24473810195922852,1.000171184539795,Opponent
8,4,4,0.3033265471458435,1.694559097290039,Opponent
7,3,4,0.4092404047648112,1.5638678073883057,Opponent
8,4,4,0.24517375230789185,1.454535722732544,Opponent
7,3,4,0.21849656105041504,0.8980960845947266,Opponent
8,4,4,0.22049778699874878,1.286633014678955,Opponent
7,3,4,0.21612302462259927,0.889815092086792,Opponent
8,4,4,0.2503717541694641,1.4168541431427002,Opponent
7,3,4,0.37044397989908856,1.3978850841522217,Opponent
8,4,4,0.36430639028549194,1.9423449039459229,Opponent
7,3,4,0.37545235951741535,1.4595928192138672,Opponent
8,4,4,0.5425902605056763,2.8989601135253906,Opponent
7,3,4,0.27105553944905597,1.1852848529815674,Opponent
8,4,4,0.3615821599960327,2.310896873474121,Opponent
7,3,4,0.26793797810872394,1.0933058261871338,Opponent
8,4,4,0.4975334405899048,2.8703739643096924,Opponent
7,3,4,0.3367455800374349,1.3602540493011475,Opponent
8,4,4,0.2744148373603821,1.5482392311096191,Opponent
7,3,4,0.2546227773030599,1.025101900100708,Opponent
8,4,4,0.2563692331314087,1.4624860286712646,Opponent
7,3,4,0.22761408487955728,0.9332296848297119,Opponent
